datum,zz_kod,zz_nazev,kraj_nuts_kod,kraj_nazev,luzka_standard_kyslik_kapacita_volna_covid_pozitivni,luzka_standard_kyslik_kapacita_volna_covid_negativni,luzka_standard_kyslik_kapacita_celkem,luzka_hfno_cpap_kapacita_volna_covid_pozitivni,luzka_hfno_cpap_kapacita_volna_covid_negativni,luzka_hfno_cpap_kapacita_celkem,luzka_upv_niv_kapacita_volna_covid_pozitivni,luzka_upv_niv_kapacita_volna_covid_negativni,luzka_upv_niv_kapacita_celkem,ecmo_kapacita_volna,ecmo_kapacita_celkem,cvvhd_kapacita_volna,cvvhd_kapacita_celkem,ventilatory_prenosne_kapacita_volna,ventilatory_prenosne_kapacita_celkem,ventilatory_operacni_sal_kapacita_volna,ventilatory_operacni_sal_kapacita_celkem
2021-05-18,04002000,"Institut klinické a experimentální medicíny",CZ010,"Hlavní město Praha",68,0,185,0,0,24,3,0,19,2,8,6,8,,,17,32
2021-05-18,04004000,"Ústav pro péči o matku a dítě",CZ010,"Hlavní město Praha",0,1,6,,,,1,0,1,,,,,1,1,5,5
2021-05-18,05004000,"Nemocnice Na Homolce",CZ010,"Hlavní město Praha",2,2,7,2,0,2,1,1,8,2,4,3,7,10,12,5,10
2021-05-18,10002000,"Fakultní nemocnice Královské Vinohrady",CZ010,"Hlavní město Praha",2,8,250,6,8,80,3,4,59,3,3,9,14,0,4,12,32
2021-05-18,04005000,"Fakultní Thomayerova nemocnice",CZ010,"Hlavní město Praha",38,90,427,0,5,17,0,0,33,1,1,5,5,9,9,31,31
2021-05-18,08006000,"Fakultní nemocnice Na Bulovce",CZ010,"Hlavní město Praha",43,29,72,101,0,101,3,11,24,2,3,0,1,2,2,3,14
2021-05-18,10714000,"Vršovická zdravotní a.s.",CZ010,"Hlavní město Praha",0,0,16,,,,0,0,17,,,,,0,1,0,0
2021-05-18,01002000,"Nemocnice Milosrdných sester sv.K.Boromejského",CZ010,"Hlavní město Praha",1,6,30,1,2,4,1,2,11,,,1,1,1,8,1,3
2021-05-18,05002000,"Fakultní nemocnice v Motole",CZ010,"Hlavní město Praha",14,118,855,25,10,59,20,10,52,5,7,,,10,10,0,0
2021-05-18,01003000,"Nemocnice Na Františku",CZ010,"Hlavní město Praha",1,2,35,1,0,3,1,0,9,,,,,1,1,,
2021-05-18,02002000,"Ústav hematologie a krevní transfuze",CZ010,"Hlavní město Praha",0,0,32,,,,0,1,2,,,2,2,,,,
2021-05-18,02004000,"Všeobecná fakultní nemocnice v Praze",CZ010,"Hlavní město Praha",4,5,512,1,1,20,3,2,106,2,10,5,22,8,18,19,37
2021-05-18,06051000,"ÚVN - Vojenská fakultní nemocnice Praha",CZ010,"Hlavní město Praha",9,103,311,10,2,15,0,6,40,2,2,4,4,16,16,20,20
2021-05-18,24200000,"Městská nemocnice Čáslav",CZ020,"Středočeský kraj",3,17,72,3,3,8,0,1,4,,,,,1,1,3,3
2021-05-18,22102000,"Nemocnice Slaný",CZ020,"Středočeský kraj",33,27,150,6,6,20,3,4,20,,,1,3,1,1,2,2
2021-05-18,28002000,"PP Hospitals, s.r.o., Nemocnice Brandýs n/L.",CZ020,"Středočeský kraj",2,2,30,0,1,3,0,0,2,,,,,,,1,1
2021-05-18,27002000,"Městská nemocnice Městec Králové a.s.",CZ020,"Středočeský kraj",7,2,9,3,2,5,3,0,3,,,,,,,,
2021-05-18,21001000,"JESSENIA a.s., Rehabilitační  nemocnice Beroun",CZ020,"Středočeský kraj",7,4,51,6,0,8,,,,,,,,,,,
2021-05-18,30531000,"Oblastní nemocnice Příbram, a.s.",CZ020,"Středočeský kraj",15,47,196,12,0,21,3,4,12,,,2,2,4,4,2,6
2021-05-18,20101000,"Nemocnice Rudolfa a Stefanie Benešov, a.s.",CZ020,"Středočeský kraj",13,46,190,3,2,5,3,3,8,,,0,1,0,3,,
2021-05-18,23101000,"Oblastní nemocnice Kolín, a.s.",CZ020,"Středočeský kraj",20,77,261,3,0,6,1,0,7,,,4,4,5,5,8,8
2021-05-18,23101000,"Oblastní nem. Kolín, a.s., Nemocnice Kutná Hora",CZ020,"Středočeský kraj",13,0,41,6,0,6,0,2,9,,,,,,,,
2021-05-18,26001000,"Oblastní nemocnice Mladá Boleslav, a.s.",CZ020,"Středočeský kraj",15,25,194,7,7,17,2,2,9,,,4,4,2,2,0,6
2021-05-18,22101000,"Oblastní nemocnice Kladno,a.s.",CZ020,"Středočeský kraj",7,107,450,2,3,8,3,6,29,,,1,2,0,5,6,8
2021-05-18,28003000,"Nemocnice Říčany a.s.",CZ020,"Středočeský kraj",10,0,15,0,0,4,,,,,,,,1,1,2,2
2021-05-18,25110000,"Mělnická zdravotní, a.s., Nemocnice Mělník",CZ020,"Středočeský kraj",7,10,70,0,1,5,0,0,7,,,2,2,2,2,2,6
2021-05-18,27001000,"Nemocnice Nymburk s.r.o.",CZ020,"Středočeský kraj",4,6,45,3,0,6,2,1,6,,,,,1,2,2,2
2021-05-18,26007000,"Klinika Dr. Pírka s.r.o.",CZ020,"Středočeský kraj",4,0,11,,,,,,,,,,,,,3,3
2021-05-18,31001000,"Masarykova nemocnice Rakovník s.r.o.",CZ020,"Středočeský kraj",9,3,86,1,1,6,3,2,9,,,1,2,1,1,3,3
2021-05-18,21002000,"NH Hospital a.s., Nemocnice Hořovice",CZ020,"Středočeský kraj",3,9,160,3,3,6,2,3,14,0,1,4,4,2,2,8,8
2021-05-18,32006000,"Nemocnice České Budějovice, a.s.",CZ031,"Jihočeský kraj",14,236,832,15,19,40,2,2,21,2,2,6,6,10,10,6,30
2021-05-18,33100000,"Nemocnice Český Krumlov, a.s.",CZ031,"Jihočeský kraj",35,0,35,3,1,8,2,2,5,,,1,1,1,1,4,4
2021-05-18,34001000,"Nemocnice Jindřichův Hradec, a.s.",CZ031,"Jihočeský kraj",12,55,176,6,0,9,3,1,15,,,2,2,3,3,8,8
2021-05-18,37101000,"Nemocnice Prachatice, a.s.",CZ031,"Jihočeský kraj",12,9,87,3,2,8,1,1,5,,,2,2,2,2,4,4
2021-05-18,38001000,"Nemocnice Strakonice, a.s.",CZ031,"Jihočeský kraj",11,17,144,3,0,3,3,1,5,,,1,1,1,2,0,6
2021-05-18,36101000,"Nemocnice Písek, a.s.",CZ031,"Jihočeský kraj",8,6,160,10,1,20,1,3,10,,,1,1,2,2,4,6
2021-05-18,39001000,"Nemocnice Tábor, a.s.",CZ031,"Jihočeský kraj",12,98,260,2,0,2,2,1,3,,,1,1,1,1,6,6
2021-05-18,44101000,"Fakultní nemocnice Plzeň",CZ032,"Plzeňský kraj",30,219,1027,12,10,57,3,11,60,5,5,14,15,43,43,51,51
2021-05-18,43010000,"Sušická nemocnice s.r.o.",CZ032,"Plzeňský kraj",11,16,59,,,,3,3,8,,,,,,,,
2021-05-18,44105000,"Mulačova nemocnice s.r.o.",CZ032,"Plzeňský kraj",12,7,21,4,0,4,6,2,8,,,,,1,1,4,4
2021-05-18,43001000,"Klatovská nemocnice, a.s.",CZ032,"Plzeňský kraj",7,60,153,13,0,13,6,4,19,,,1,1,5,5,6,10
2021-05-18,47101000,"Rokycanská nemocnice, a.s.",CZ032,"Plzeňský kraj",7,0,84,17,2,20,0,4,6,,,,,2,2,2,2
2021-05-18,40001000,"Domažlická nemocnice, a.s.",CZ032,"Plzeňský kraj",0,36,105,13,0,20,1,2,6,,,1,1,3,3,4,4
2021-05-18,45001000,"Stodská nemocnice a.s.",CZ032,"Plzeňský kraj",12,23,86,10,0,10,3,2,10,,,,,1,1,2,2
2021-05-18,44103000,"PRIVAMED a.s., Městská nemocnice Plzeň",CZ032,"Plzeňský kraj",0,0,0,0,0,0,0,0,0,,,,,,,,
2021-05-18,48008000,"NEMOS SOKOLOV s.r.o., Nemocnice Sokolov",CZ041,"Karlovarský kraj",12,36,142,2,5,17,2,4,7,,,2,2,2,2,12,12
2021-05-18,42008000,"KKN a.s., Nemocnice Karlovy Vary",CZ041,"Karlovarský kraj",14,26,155,1,1,15,1,4,28,,,2,4,5,5,3,10
2021-05-18,42041000,"KKN a.s., Nemocnice Cheb",CZ041,"Karlovarský kraj",6,8,102,0,0,3,1,0,8,,,1,1,3,3,3,4
2021-05-18,42010000,"NEMOS PLUS s.r.o., Nemocnice Ostrov",CZ041,"Karlovarský kraj",8,7,19,5,0,5,1,0,2,,,,,0,0,0,0
2021-05-18,55021000,"Nemocnice Litoměřice, a.s.",CZ042,"Ústecký kraj",16,16,65,12,0,14,4,4,18,,,1,1,7,7,6,11
2021-05-18,55039000,"Podřipská nemocnice s pol. Roudnice n. L., s.r.o.",CZ042,"Ústecký kraj",2,20,45,0,3,4,0,2,3,,,0,0,3,3,5,5
2021-05-18,52120000,"Nemocnice Kadaň s.r.o.",CZ042,"Ústecký kraj",12,13,69,10,20,30,2,3,5,,,,,1,1,8,8
2021-05-18,59001000,"KZ, a.s., Masarykova nem. Ústí n. L., o.z.",CZ042,"Ústecký kraj",57,35,514,0,2,18,8,0,43,2,3,10,12,21,21,29,29
2021-05-18,51100000,"KZ, a.s., Nemocnice Děčín, o.z.",CZ042,"Ústecký kraj",3,0,25,10,0,17,0,0,6,,,,,1,1,,
2021-05-18,58101000,"KZ, a.s., Nemocnice Teplice, o.z.",CZ042,"Ústecký kraj",10,79,253,2,1,21,3,5,23,,,2,2,5,5,8,12
2021-05-18,57001000,"KZ, a.s., Nemocnice Most, o.z.",CZ042,"Ústecký kraj",9,37,134,6,7,15,0,4,15,,,2,2,3,3,21,21
2021-05-18,52110000,"KZ, a.s., Nemocnice Chomutov, o.z.",CZ042,"Ústecký kraj",15,12,131,28,0,29,2,0,15,,,1,2,3,3,10,10
2021-05-18,58102000,"VITA, s.r.o., Městská nemocnice Duchcov",CZ042,"Ústecký kraj",0,6,21,,,,,,,,,,,1,1,0,1
2021-05-18,51300000,"Lužická nemocnice a poliklinika, a.s.",CZ042,"Ústecký kraj",,,,,,,,,,,,,,,,,
2021-05-18,56007000,"Nemocnice Žatec, o.p.s.",CZ042,"Ústecký kraj",8,5,55,6,2,9,1,2,3,,,,,4,4,0,4
2021-05-18,53201000,"Nemocnice Jablonec nad Nisou, p.o.",CZ051,"Liberecký kraj",14,36,159,6,7,16,4,4,10,,,,,,,,
2021-05-18,67102000,"MMN, a.s., Nemocnice Jilemnice",CZ051,"Liberecký kraj",11,57,121,,,,3,0,3,,,,,1,11,,
2021-05-18,67102000,"MMN, a.s., Nemocnice Semily",CZ051,"Liberecký kraj",,,,,,,,,,,,,,,,,
2021-05-18,50100000,"Nemocnice s poliklinikou Česká Lípa, a.s.",CZ051,"Liberecký kraj",15,0,30,3,0,5,2,0,15,,,2,2,6,6,15,15
2021-05-18,54100000,"Krajská nemocnice Liberec, a.s.",CZ051,"Liberecký kraj",28,65,351,5,0,8,2,7,50,2,2,6,7,6,6,31,31
2021-05-18,67104000,"Krajská nemocnice Liberec, a.s., Nemocnice Turnov",CZ051,"Liberecký kraj",0,26,110,1,0,2,1,0,7,,,1,1,,,0,3
2021-05-18,53286000,"Nemocnice Tanvald, s.r.o.",CZ051,"Liberecký kraj",,,,,,,,,,,,,,,,,
2021-05-18,61004000,"Fakultní nemocnice Hradec Králové",CZ052,"Královéhradecký kraj",7,40,1202,4,4,17,5,11,70,5,7,10,12,25,60,20,30
2021-05-18,69002000,"Městská nemocnice, a.s.",CZ052,"Královéhradecký kraj",0,17,36,0,1,8,0,1,2,,,,,,,,
2021-05-18,64001000,"Oblastní nemocnice Náchod a.s.",CZ052,"Královéhradecký kraj",3,73,203,2,1,25,2,1,20,,,2,3,3,3,7,7
2021-05-18,64001000,"ON Náchod a.s., Nemocnice Rychnov nad Kněžnou",CZ052,"Královéhradecký kraj",4,4,55,4,4,16,1,2,11,,,2,2,3,3,2,4
2021-05-18,69001000,"Oblastní nemocnice Trutnov a.s.",CZ052,"Královéhradecký kraj",0,25,131,0,0,23,1,9,19,,,1,1,2,2,6,6
2021-05-18,63101000,"Oblastní nemocnice Jičín a.s.",CZ052,"Královéhradecký kraj",0,59,161,3,0,6,2,4,19,,,1,2,6,6,5,5
2021-05-18,61303000,"První privátní chirurgické centrum, spol. s r.o.",CZ052,"Královéhradecký kraj",0,4,4,,,,,,,,,,,,,4,4
2021-05-18,69003000,"Nemocnice Vrchlabí, s.r.o.",CZ052,"Královéhradecký kraj",0,6,16,4,0,4,2,1,7,,,1,1,2,2,3,3
2021-05-18,65001000,"Nem. Pardubického kraje, a.s., Pardubická nem.",CZ053,"Pardubický kraj",27,127,480,4,10,26,4,6,21,0,0,5,5,6,6,27,27
2021-05-18,62001000,"Nem. Pardubického kraje, a.s., Chrudimská nem.",CZ053,"Pardubický kraj",20,28,126,18,0,18,3,2,10,,,1,1,2,2,6,6
2021-05-18,68001000,"Nem. Pardubického kraje, a.s., Svitavská nem.",CZ053,"Pardubický kraj",8,10,64,0,2,9,1,1,7,,,2,3,1,1,3,5
2021-05-18,68002000,"Nem. Pardubického kraje, a.s., Litomyšlská nem.",CZ053,"Pardubický kraj",16,13,29,8,0,8,4,3,10,,,2,2,2,2,1,3
2021-05-18,70001000,"Nem. Pardubického kraje, a.s., Orlickoústecká nem.",CZ053,"Pardubický kraj",53,28,150,5,0,6,1,2,12,,,2,2,2,2,1,1
2021-05-18,84427000,"Nemocnice sv. Zdislavy, a.s.",CZ063,"Kraj Vysočina",10,0,10,,,,2,0,2,,,,,,,0,0
2021-05-18,35001000,"Nemocnice Pelhřimov, příspěvková organizace",CZ063,"Kraj Vysočina",2,71,198,8,0,10,6,0,9,,,2,2,,,0,0
2021-05-18,79001000,"Nemocnice Třebíč, příspěvková organizace",CZ063,"Kraj Vysočina",25,144,386,1,7,8,1,4,11,,,3,3,6,6,4,6
2021-05-18,76001000,"Nemocnice Jihlava, příspěvková organizace",CZ063,"Kraj Vysočina",25,150,439,0,11,12,1,8,34,,,2,2,5,5,16,26
2021-05-18,60001000,"Nemocnice Havlíčkův Brod, příspěvková organizace",CZ063,"Kraj Vysočina",21,28,190,1,1,2,1,2,11,,,1,2,2,2,12,12
2021-05-18,84231000,"Nemocnice Nové Město na Moravě, p.o.",CZ063,"Kraj Vysočina",11,25,300,3,7,10,2,3,14,,,1,2,2,2,2,2
2021-05-18,72933000,"Úrazová nemocnice v Brně",CZ064,"Jihomoravský kraj",0,60,145,0,0,14,0,1,9,,,2,3,2,2,8,8
2021-05-18,72932000,"Centrum kardiovaskulární a transplantační chirurgie Brno",CZ064,"Jihomoravský kraj",0,25,41,,,,0,4,22,4,6,3,5,4,4,4,4
2021-05-18,72100000,"Fakultní nemocnice Brno",CZ064,"Jihomoravský kraj",25,137,761,5,14,23,4,30,50,2,2,4,4,13,13,25,25
2021-05-18,83001000,"Nemocnice Znojmo, příspěvková organizace",CZ064,"Jihomoravský kraj",20,62,200,15,8,25,4,4,15,,,2,2,5,5,8,8
2021-05-18,81001000,"Nemocnice Vyškov, příspěvková organizace",CZ064,"Jihomoravský kraj",12,37,67,7,3,13,1,1,11,,,2,3,2,2,7,7
2021-05-18,73003000,"Nemocnice Ivančice, příspěvková organizace",CZ064,"Jihomoravský kraj",11,0,35,3,0,3,2,0,12,,,,,2,2,2,2
2021-05-18,72931000,"Masarykův onkologický ústav",CZ064,"Jihomoravský kraj",20,0,20,,,,2,0,2,,,0,1,1,2,0,7
2021-05-18,72048000,"Nemocnice Milosrdných bratří, příspěvková org.",CZ064,"Jihomoravský kraj",13,18,70,5,4,19,2,0,7,,,2,2,1,1,4,4
2021-05-18,72001000,"Fakultní nemocnice u sv. Anny v Brně",CZ064,"Jihomoravský kraj",12,63,380,5,1,36,1,9,28,1,6,4,6,10,10,30,30
2021-05-18,71113000,"Nemocnice Boskovice, s.r.o.",CZ064,"Jihomoravský kraj",15,40,154,1,0,9,1,0,5,,,0,1,2,2,5,5
2021-05-18,74001000,"Nemocnice Břeclav, příspěvková organizace",CZ064,"Jihomoravský kraj",27,60,100,5,5,10,6,6,14,,,3,6,2,2,6,6
2021-05-18,71101000,"Nemocnice Blansko",CZ064,"Jihomoravský kraj",27,0,62,7,0,7,5,0,5,,,,,1,1,1,1
2021-05-18,72037000,"Vojenská nemocnice Brno",CZ064,"Jihomoravský kraj",0,1,114,0,0,11,0,0,9,,,,,,,,
2021-05-18,75001000,"Nemocnice TGM Hodonín, příspěvková organizace",CZ064,"Jihomoravský kraj",11,9,58,10,0,10,7,3,13,,,2,2,,,2,5
2021-05-18,75002000,"Nemocnice Kyjov, příspěvková organizace",CZ064,"Jihomoravský kraj",11,131,336,12,0,12,1,0,6,,,2,2,1,1,,
2021-05-18,72186000,"SurGal Clinic s.r.o.",CZ064,"Jihomoravský kraj",6,2,8,5,0,5,3,0,4,,,,,1,1,2,2
2021-05-18,89301000,"Fakultní nemocnice Olomouc",CZ071,"Olomoucký kraj",3,162,643,9,14,25,7,25,74,3,4,4,8,17,20,16,27
2021-05-18,78006000,"SMN a.s., Nemocnice Prostějov",CZ071,"Olomoucký kraj",12,120,280,,,,2,2,24,,,2,2,2,2,6,6
2021-05-18,78006000,"SMN a.s., Nemocnice Šternberk",CZ071,"Olomoucký kraj",14,12,114,0,2,3,0,3,8,,,1,1,2,2,6,6
2021-05-18,78006000,"SMN a.s., Nemocnice Přerov",CZ071,"Olomoucký kraj",8,29,186,1,0,11,1,1,8,,,2,2,2,2,6,6
2021-05-18,92002000,"Nemocnice Hranice a.s.",CZ071,"Olomoucký kraj",12,39,103,10,0,10,2,2,7,,,,,2,2,4,4
2021-05-18,93201000,"Nemocnice Šumperk a.s.",CZ071,"Olomoucký kraj",7,24,200,0,0,0,4,5,18,,,3,3,1,2,2,8
2021-05-18,95202000,"Jesenická nemocnice a.s.",CZ071,"Olomoucký kraj",14,0,20,0,0,1,2,0,5,,,1,1,1,1,2,3
2021-05-18,89903000,"Vojenská nemocnice Olomouc",CZ071,"Olomoucký kraj",0,10,35,0,2,2,0,2,12,,,0,2,2,2,4,4
2021-05-18,94101000,"Vsetínská nemocnice a.s.",CZ072,"Zlínský kraj",29,0,58,12,0,15,2,2,18,,,2,2,3,3,6,6
2021-05-18,82002000,"EUC Klinika Zlín a.s.",CZ072,"Zlínský kraj",,,,,,,,,,,,,,,,,
2021-05-18,77001000,"Kroměřížská nemocnice a.s.",CZ072,"Zlínský kraj",2,95,246,0,0,12,5,0,13,,,2,2,4,4,8,8
2021-05-18,94102000,"Nemocnice Valašské Meziříčí a.s.",CZ072,"Zlínský kraj",18,3,58,9,0,12,9,0,10,,,1,1,0,1,0,6
2021-05-18,94125000,"ORTHES, spol. s r.o.",CZ072,"Zlínský kraj",,,,,,,,,,,,,,1,1,0,1
2021-05-18,80001000,"Uherskohradišťská nemocnice a.s.",CZ072,"Zlínský kraj",19,29,147,1,2,4,4,4,23,,,3,4,3,3,0,12
2021-05-18,82001000,"Krajská nemocnice T. Bati, a. s.",CZ072,"Zlínský kraj",41,25,351,0,5,10,2,22,52,2,2,5,5,31,47,7,7
2021-05-18,91001000,"Městská nemocnice Ostrava, příspěvková organizace",CZ080,"Moravskoslezský kraj",10,85,344,3,2,8,2,6,44,,,2,3,12,12,25,25
2021-05-18,91009000,"Fakultní nemocnice Ostrava",CZ080,"Moravskoslezský kraj",14,122,724,1,2,33,1,4,107,4,7,4,9,15,15,30,30
2021-05-18,85600000,"Sdružené zdravot. zařízení Krnov, p.o., Nemocnice",CZ080,"Moravskoslezský kraj",22,60,168,0,0,0,2,7,16,,,1,1,2,2,2,4
2021-05-18,85200000,"Podhorská nemocnice a.s.",CZ080,"Moravskoslezský kraj",7,18,50,0,6,7,0,0,2,,,,,0,0,2,2
2021-05-18,91950000,"Vítkovická nemocnice a.s.",CZ080,"Moravskoslezský kraj",15,6,65,3,0,11,1,0,6,,,1,1,2,2,,
2021-05-18,88015000,"Bílovecká nemocnice, a.s.",CZ080,"Moravskoslezský kraj",2,11,30,,,,2,0,6,,,,,4,4,,
2021-05-18,86106000,"Nemocnice Podlesí a.s.",CZ080,"Moravskoslezský kraj",7,4,93,9,0,28,8,6,18,3,4,0,0,,,,
2021-05-18,88005000,"Městská nemocnice v Odrách, příspěvková organizace",CZ080,"Moravskoslezský kraj",3,4,29,,,,,,,,,,,1,1,,
2021-05-18,86102000,"Nemocnice Třinec, příspěvková organizace",CZ080,"Moravskoslezský kraj",17,77,124,7,0,20,4,3,10,,,2,2,3,3,3,3
2021-05-18,86101000,"Nemocnice ve Frýdku-Místku, příspěvková organizace",CZ080,"Moravskoslezský kraj",5,48,321,18,0,23,0,1,24,,,2,2,0,7,,
2021-05-18,88001000,"Nemocnice Nový Jičín a.s.",CZ080,"Moravskoslezský kraj",12,37,230,1,0,4,6,4,28,,,4,5,9,9,11,19
2021-05-18,87001000,"Nemocnice s poliklinikou Karviná-Ráj, p. o.",CZ080,"Moravskoslezský kraj",7,25,83,17,0,20,2,2,14,,,2,2,2,2,5,5
2021-05-18,87004000,"Nemocnice s poliklinikou Havířov, p.o.",CZ080,"Moravskoslezský kraj",32,23,120,4,1,17,3,3,21,,,2,3,4,4,8,8
2021-05-18,87003000,"Bohumínská městská nemocnice, a.s.",CZ080,"Moravskoslezský kraj",11,8,57,2,2,6,2,1,3,,,,,1,1,3,3
2021-05-18,90001000,"Slezská nemocnice v Opavě, příspěvková organizace",CZ080,"Moravskoslezský kraj",58,50,267,4,8,30,4,6,18,,,3,3,3,3,8,8
2021-05-18,87013000,"Karvinská hornická nemocnice a.s.",CZ080,"Moravskoslezský kraj",3,12,139,2,0,6,1,1,8,,,,,1,1,1,3
2021-05-18,99999999,"ETOILE CZ a.s. (NIP)",CZ010,"Hlavní město Praha",0,0,0,,,,1,1,30,,,,,,,,
2021-05-18,99999999,"Nemocnice SWISS MED CLINIC s.r.o (NIP)",CZ032,"Plzeňský kraj",0,0,0,,,,1,1,21,,,,,,,,
2021-05-18,99999999,"NEMOS PLUS s.r.o (NIP)",CZ010,"Hlavní město Praha",,,,,,,0,1,36,,,,,0,3,0,4
2021-05-18,99999999,"Nemocnice Vrchlabí (NIP)",CZ052,"Královéhradecký kraj",,,,,,,,,,,,,,,,,
2021-05-18,99999999,"Nemocnice Tanvald (NIP)",CZ051,"Liberecký kraj",,,,,,,,,,,,,,,,,
2021-05-18,99999999,"Chronicare s.r.o. (NIP)",CZ010,"Hlavní město Praha",,,,,,,0,1,16,,,,,1,1,,
2021-05-18,99999999,"Chronicare Nord s.r.o. (NIP)",CZ010,"Hlavní město Praha",,,,,,,0,0,22,,,,,1,2,,
2021-05-18,99999999,"Chronicare Mund s.r.o. (NIP)",CZ010,"Hlavní město Praha",,,,,,,0,0,25,,,,,1,2,,
2021-05-18,99999999,"Vršovická zdravotní a.s. (NIP)",CZ010,"Hlavní město Praha",,,,,,,0,0,17,,,,,0,1,,
2021-05-18,99999999,"Vysočinské nemocnice s.r.o. (NIP)",CZ063,"Kraj Vysočina",23,36,254,,,,,,,,,,,,,,
2021-05-18,99999999,"Domov Březiny, p.o. pavilon 3",CZ080,"Moravskoslezský kraj",,,,,,,,,,,,,,,,,
2021-05-18,99999999,"AquaKlim, s.r.o. - pavilon B",CZ080,"Moravskoslezský kraj",,,,,,,,,,,,,,,,,
2021-05-18,99999999,"Sanatorium Jablunkov, a.s.",CZ080,"Moravskoslezský kraj",,,,,,,,,,,,,,,,,
2021-05-18,99999999,"NsP Karviná-Ráj, p.o. - pracoviště Orlová",CZ080,"Moravskoslezský kraj",,,,,,,,,,,,,,,,,
2021-05-18,99999999,"Lázně Slatinice a.s. (NIP)",CZ071,"Olomoucký kraj",,,,,,,,,,,,,,,,,
2021-05-18,99999999,"ADP - SANCO s.r.o. (NIP)",CZ071,"Olomoucký kraj",0,0,0,,,,,,,,,,,,,,
2021-05-18,99999999,"Lázně Teplice nad Bečvou a.s. (NIP)",CZ071,"Olomoucký kraj",,,,,,,,,,,,,,,,,
2021-05-18,99999999,"SANATORIUM EDEL s.r.o. (NIP)",CZ071,"Olomoucký kraj",,,,,,,,,,,,,,,,,
2021-05-18,99999999,"Interna Zábřeh, s. r. o. (NIP)",CZ071,"Olomoucký kraj",,,,,,,,,,,,,,,,,
2021-05-18,99999999,"Hospic na Svatém Kopečku (NIP)",CZ071,"Olomoucký kraj",,,,,,,,,,,,,,,,,
2021-05-18,99999999,"Almeda Neratovice",CZ020,"Středočeský kraj",,,,,,,,,,,,,,,,,
2021-05-18,72100000,"Psychiatrická nemocnice Brno (NIP)",CZ064,"Jihomoravský kraj",,,,,,,,,,,,,,,,,
2021-05-18,61853000,"Estrella Health a.s.",CZ010,"Hlavní město Praha",,,,,,,,,,,,,,,,,
2021-05-18,99999999,"Estrella Health a.s. (NIP)",CZ052,"Královéhradecký kraj",,,,,,,,,,,,,,,,,
2021-05-19,04002000,"Institut klinické a experimentální medicíny",CZ010,"Hlavní město Praha",68,0,185,0,0,24,3,0,19,2,8,6,8,,,17,32
2021-05-19,04004000,"Ústav pro péči o matku a dítě",CZ010,"Hlavní město Praha",0,1,6,,,,1,0,1,,,,,1,1,5,5
2021-05-19,05004000,"Nemocnice Na Homolce",CZ010,"Hlavní město Praha",2,2,7,2,0,2,1,1,8,2,4,3,7,10,12,5,10
2021-05-19,10002000,"Fakultní nemocnice Královské Vinohrady",CZ010,"Hlavní město Praha",2,8,250,4,8,80,3,4,59,3,3,10,14,0,4,11,32
2021-05-19,04005000,"Fakultní Thomayerova nemocnice",CZ010,"Hlavní město Praha",42,70,427,1,6,17,0,0,33,1,1,4,5,9,9,31,31
2021-05-19,08006000,"Fakultní nemocnice Na Bulovce",CZ010,"Hlavní město Praha",45,27,72,101,0,101,4,11,24,2,3,0,1,2,2,4,14
2021-05-19,10714000,"Vršovická zdravotní a.s.",CZ010,"Hlavní město Praha",0,0,16,,,,0,0,17,,,,,0,1,0,0
2021-05-19,01002000,"Nemocnice Milosrdných sester sv.K.Boromejského",CZ010,"Hlavní město Praha",1,5,30,1,2,4,1,2,11,,,1,1,1,8,1,3
2021-05-19,05002000,"Fakultní nemocnice v Motole",CZ010,"Hlavní město Praha",14,128,855,25,10,59,21,10,52,5,7,,,10,10,0,0
2021-05-19,01003000,"Nemocnice Na Františku",CZ010,"Hlavní město Praha",2,2,35,1,0,3,1,1,9,,,,,1,1,,
2021-05-19,02002000,"Ústav hematologie a krevní transfuze",CZ010,"Hlavní město Praha",0,0,32,,,,0,1,2,,,2,2,,,,
2021-05-19,02004000,"Všeobecná fakultní nemocnice v Praze",CZ010,"Hlavní město Praha",3,8,512,2,2,20,3,5,106,2,10,5,22,8,18,19,37
2021-05-19,06051000,"ÚVN - Vojenská fakultní nemocnice Praha",CZ010,"Hlavní město Praha",9,103,311,10,2,15,0,6,40,2,2,4,4,16,16,20,20
2021-05-19,24200000,"Městská nemocnice Čáslav",CZ020,"Středočeský kraj",3,17,72,3,3,8,0,1,4,,,,,1,1,3,3
2021-05-19,22102000,"Nemocnice Slaný",CZ020,"Středočeský kraj",33,27,150,6,6,20,3,4,20,,,1,3,1,1,2,2
2021-05-19,28002000,"PP Hospitals, s.r.o., Nemocnice Brandýs n/L.",CZ020,"Středočeský kraj",2,2,30,0,1,3,0,0,2,,,,,,,1,1
2021-05-19,27002000,"Městská nemocnice Městec Králové a.s.",CZ020,"Středočeský kraj",7,2,9,3,2,5,3,0,3,,,,,,,,
2021-05-19,21001000,"JESSENIA a.s., Rehabilitační  nemocnice Beroun",CZ020,"Středočeský kraj",7,4,51,6,0,8,,,,,,,,,,,
2021-05-19,30531000,"Oblastní nemocnice Příbram, a.s.",CZ020,"Středočeský kraj",15,47,196,12,0,21,3,2,12,,,2,2,4,4,1,6
2021-05-19,20101000,"Nemocnice Rudolfa a Stefanie Benešov, a.s.",CZ020,"Středočeský kraj",14,46,190,3,2,5,4,3,8,,,0,1,0,3,,
